cislo_licence,ev_cislo,nazev,psc,obec,ulice,cp,okres,kraj,pocet_zdroju
110100010,1,MVE Nosek Jaroslav,51202,Košťálov,Košťálov,,Semily,Liberecký,2
110100121,1,MVE Šestidomí,54101,Trutnov,Horská,,Trutnov,Královéhradecký,2
110100121,2,MVE Zelená Louka,54102,Trutnov 4,Nábřežní,,Trutnov,Královéhradecký,1
110304077,2,MVE Třinec - Konská,73961,Třinec,Konská,,Frýdek-Místek,Moravskoslezský,2
110304025,1,MVE TÝNEC NAD LABEM,28126,Týnec nad Labem,Týnec nad Labem,,Kolín,Středočeský,5
110203713,1,"Náchodský mlýn, a.s.",54701,Náchod,Bílkova,2,Náchod,Královéhradecký,1
110203454,1,MVE - MLÝN CITOV,75103,Citov,Mlýn,38,Přerov,Olomoucký,1
110806960,1,"FVE Národní divadlo, provozní budova",11230,Praha 1,Ostrovní,1,,,2
112136907,1,DSS Křižatecká,43542,Litvínov,Křižatecká,16,Most,Ústecký,1
112136907,2,DSS Vrchlického,41117,Libochovice,Vrchlického,,Litoměřice,Ústecký,1
111016255,1,FVE - Nemocnice Hranice,75322,Hranice,Zborovská,1245,Přerov,Olomoucký,1
110705604,1,kogenerace,46001,Liberec,Husova,357/10,Liberec,Liberecký,1
110705183,1,Stará Libavá,79305,Norberčany,Norberčany,,Olomouc,Olomoucký,1
110705183,3,Větrný park Kopřivná,78833,Kopřivná,Kopřivná,,Šumperk,Olomoucký,2
110705183,4,MVE Kouty - Rejhotice,78811,Loučná nad Desnou,Loučná nad Desnou,,Šumperk,Olomoucký,1
110303802,1,Bývalý mlýn s elektrárnou u SHZ v J.Hradci,37701,Jindřichův Hradec,Dobrovského,2,Jindřichův Hradec,Jihočeský,1
110100835,1,Malá vodní elektrárna Pavlovice,34815,Planá,Josefova Huť,,Tachov,Plzeňský,1
110404324,1,NOVOMĚSTSKÁ TEPLÁRENSKÁ A.S.,59231,Nové Město na Moravě,Hornická,973,Žďár nad Sázavou,Vysočina,2
110202496,1,"NEMPRA, spol. s r.o.",51101,Turnov,28. října 100,28,Semily,Liberecký,1
110100820,1,"MVE Branná Km 12,170",78825,Branná,Branná,23,Šumperk,Olomoucký,2
111220780,1,NOVÝ ELTON a. s.,54901,Nové Město nad Metují,Náchodská,2104,Náchod,Královéhradecký,1
111220780,2,"99,54kWp",54901,Nové Město nad Metují,Náchodská,2104,Náchod,Královéhradecký,1
110912351,1,FVE,68771,Hostětín,Hostětín,,Uherské Hradiště,Zlínský,1
110303903,1,VĚTRNÁ FARMA ENERCON E-40 (2 x 600 kWe),46366,Jindřichovice pod Smrkem,Jindřichovice pod Smrkem,,Liberec,Liberecký,2
110101767,1,"NIKOH, s.r.o.",40722,Malá Veleň,Malá Veleň,58,Děčín,Ústecký,1
111328770,1,Školní 358,38402,Lhenice,Lhenice,,Prachatice,Jihočeský,1
111328770,2,Školní 284,38402,Lhenice,Školní,284,Prachatice,Jihočeský,1
112137053,1,Víceúčelový sportovní areál,78969,Postřelmov,Vyhnálovská,,Šumperk,Olomoucký,1
111017911,1,FVE ZŠ Ševětín,37363,Ševětín,Školská,189,České Budějovice,Jihočeský,1
110101263,1,Větrná elektrárna,79058,Velká Kraš,Velká Kraš,132,Jeseník,Olomoucký,1
110202385,1,ZÁKLADNÍ ŠKOLA ŠUMICE,68731,Šumice,Šumice,113,Uherské Hradiště,Zlínský,1
110102122,1,Mateřská škola,68711,Topolná,Topolná,460,Uherské Hradiště,Zlínský,1
110404372,1,MVE Bechyně I,39165,Bechyně,Bechyně - Horní mlýn,552,Tábor,Jihočeský,4
110404372,2,MVE Bechyně II,39165,Bechyně,Bechyně - Parkány,552,Tábor,Jihočeský,3
110404372,3,FVE Mlýn Bechyně,39165,Bechyně,Parkány,552,Tábor,Jihočeský,1
111533513,1,Mikanova,47001,Česká Lípa,Mikanova,3005,Česká Lípa,Liberecký,1
110100304,1,ČERVENÝ MLÝN,66601,Březina,Březina,58,Brno-venkov,Jihomoravský,1
110101790,1,VESTŘEV 1A,54375,Dolní Olešnice,Vestřev,,Trutnov,Královéhradecký,1
110101790,2,VESTŘEV II.,54375,Dolní Olešnice,Vestřev,,Trutnov,Královéhradecký,1
110504671,1,KOGENERAČNÍ JEDNOTKA VRBICE 1,73921,Paskov,Rudé armády,637,Frýdek-Místek,Moravskoslezský,1
110504671,2,KOGENERAČNÍ JEDNOTKA CHLEBOVICE,73943,Staříč,Staříč,528,Frýdek-Místek,Moravskoslezský,1
110504671,3,KOGENERAČNÍ JEDNOTKA RYCHVALD 1,73532,Rychvald,Rychvald,,Karviná,Moravskoslezský,1
110504671,4,KOGENERAČNÍ JEDNOTKA SVIADNOV 1,73925,Sviadnov,Sviadnov,,Frýdek-Místek,Moravskoslezský,1
110504671,5,KOGENERAČNÍ JEDNOTKA STAŘÍČ 1,73943,Staříč,Staříč,,Frýdek-Místek,Moravskoslezský,1
110504671,6,KOGENERAČNÍ JEDNOTKA PASKOV 1,73921,Paskov,Paskov,,Frýdek-Místek,Moravskoslezský,1
110504671,7,KOGENERAČNÍ JEDNOTKA ODRA,70200,Ostrava,Likvidovaný důl Odra v Ostravě Přívoze,,Ostrava-město,Moravskoslezský,1
110504671,8,KOGENERAČNÍ JEDNOTKA FRANTIŠEK 1,73535,Horní Suchá,Horní Suchá,,Karviná,Moravskoslezský,1
110504671,9,KOGENERAČNÍ JEDNOTKA DUKLA 1,73564,Havířov,Havířov,,Karviná,Moravskoslezský,1
110504671,10,KOGENERAČNÍ JEDNOTKA MUGLINOV,71200,Ostrava,areál OKD,,,,1
110504671,11,KOGENERAČNÍ JEDNOTKA ORLOVÁ,73514,Orlová,Orlová,,Karviná,Moravskoslezský,1
110504671,12,KOGENERAČNÍ JEDNOTKA DARKOV 1,73534,Stonava,Areál dolu Darkov,,Karviná,Moravskoslezský,1
110504671,13,KOGENERAČNÍ JEDNOTKA DARKOV 2,73534,Stonava,Areál dolu Darkov,,Karviná,Moravskoslezský,1
110504671,14,KOGENERAČNÍ JEDNOTKA RYCHVALD 2,73532,Rychvald,Areál bývalého dolu Rychvald,,Karviná,Moravskoslezský,1
110504671,15,KOGENERAČNÍ JEDNOTKA LAZY 1,73511,Orlová,Areál dolu Lazy,,Karviná,Moravskoslezský,1
110504671,16,KOGENERAČNÍ JEDNOTKA LAZY 2,73511,Orlová,Areál dolu Lazy,,Karviná,Moravskoslezský,1
110504671,17,FRANTIŠEK 2,73535,Horní Suchá,Horní Suchá,,Karviná,Moravskoslezský,3
110504671,19,KOGENERAČNÍ JEDNOTKA JAN KAREL 1,73506,Karviná-doly,lokalita Jan-Karel,,Karviná,Moravskoslezský,1
110504671,20,KOGENERAČNÍ JEDNOTKA PASKOV 2,73921,Paskov,Paskov,,Frýdek-Místek,Moravskoslezský,1
110504671,21,KOGENERAČNÍ JEDNOTKA PASKOV 3,73921,Paskov,Rudé armády,637,Frýdek-Místek,Moravskoslezský,1
110504671,22,KOGENERAČNÍ JEDNOTKA JAN KAREL 2,73506,Karviná,Areál Dolu ČSA,,,,1
110504671,23,Rychvald 3,73532,Rychvald,Rychvald,,Karviná,Moravskoslezský,1
110504671,24,Kogenerační jednotka Žofie,73514,Orlová,Těšínská,,Karviná,Moravskoslezský,1
110203526,1,MVE Micmanice,67129,Strachotice,Strachotice,245,Znojmo,Jihomoravský,1
110202679,1,ŠPAČEK OLDŘICH - MVE,78833,Malá Morava,Malá Morava,,Šumperk,Olomoucký,1
110103011,1,MVE STARÉ BŘÍŠTĚ,39601,Staré Bříště,býv. Vrzákův mlýn,24,Pelhřimov,Vysočina,1
110103274,2,Závod Jindřichov - teplárna,78823,Jindřichov,Jindřichov,,Šumperk,Olomoucký,1
110103274,3,Ruční papírna Velké Losiny,78815,Velké Losiny,Velké Losiny,,Šumperk,Olomoucký,1
110103274,4,Závod Jindřichov - plynová turbína,78823,Jindřichov,Jindřichov,,Šumperk,Olomoucký,1
110101698,1,Kogenerační jednotka,77900,Olomouc,U cukrovaru,,Olomouc,Olomoucký,1
110202511,1,ÚVN Praha,16900,Praha 6,U vojenské nemocnice,1200/1,,,3
110303877,1,MVE Maříkov,51242,Poniklá,Maříkov - Stromkovice,492,Semily,Liberecký,2
110806164,2,KJ výrobna 1 - ONIVON,53701,Chrudim,Průmyslová,90,Chrudim,Pardubický,1
110806164,3,KJ výrobna 2 - ONIVON,53701,Chrudim,Průmyslová,90,Chrudim,Pardubický,1
110806164,4,Kj výrobna 3 - ONIVON,53701,Chrudim,Průmyslová,90,Chrudim,Pardubický,1
110806164,5,KJ výrobna 4 - ONIVON,53701,Chrudim,Průmyslová,90,Chrudim,Pardubický,1
110101420,1,MVE PRÁČOV II,53824,Svídnice,Svídnice,,Chrudim,Pardubický,1
110101836,1,Vodojemy Muglinov,71200,Ostrava,Vdovská,,Ostrava-město,Moravskoslezský,1
110101836,2,ÚČOV Ostrava,70200,Ostrava,Oderská,1106/44,Ostrava-město,Moravskoslezský,2
110100629,1,Teplárna Ostrov,36301,Ostrov,Mořičovská,,Karlovy Vary,Karlovarský,2
110100629,2,Fotovoltaická elektrárna,36301,Ostrov,Moříčovská,,Karlovy Vary,Karlovarský,1
110101224,1,ELNA 1,54302,Vrchlabí 4,Bucharova,194,Trutnov,Královéhradecký,1
110101224,2,ELNA 2,54302,Vrchlabí,Bucharova,194,Trutnov,Královéhradecký,1
110202987,2,Rejhotice - Velosteel,78811,Loučná nad Desnou,Rejhotice - Velosteel,,Šumperk,Olomoucký,2
110202987,3,"FVE Bludov, 8. května",78961,Bludov,8. květn,8,Šumperk,Olomoucký,1
110202987,4,"FVE II Bludov, 8. května",78961,Bludov,8. květn,8,Šumperk,Olomoucký,1
110101825,1,MVE Papírna Hostinné,54371,Hostinné,Nádražní,,Trutnov,Královéhradecký,2
110202615,1,P A J A  s. r. o.,54103,Trutnov 3,Náchodská,140,Trutnov,Královéhradecký,2
110202615,2,MVE PATY-PO,54103,Trutnov 3,Náchodská,140,Trutnov,Královéhradecký,1
110202615,3,Mísírna - Trutnov,54101,Trutnov,Náchodská,140,Trutnov,Královéhradecký,2
110202615,4,FVE - RD Bílá Třemešná,54401,Bílá Třemešná,Bílá Třemešná,399,Trutnov,Královéhradecký,2
111734632,1,Kylešovice K2,74706,Opava,U Hřiště,1285/2,Opava,Moravskoslezský,1
110101833,1,MVE SKRYJE II,67556,Dukovany,Dukovany,,Třebíč,Vysočina,2
111219240,1,Pars nova - parní kotelna,78701,Šumperk,Žerotínova,1833/56,Šumperk,Olomoucký,1
110103193,1,MVE - Nemošice,53003,Pardubice,Pardubice,13,Pardubice,Pardubický,2
111935725,1,P Z P MERLIN,53901,Hlinsko,Poličská,1365,Chrudim,Pardubický,1
110203587,1,MVE PERNÁ,56201,Orlické Podhůří,Orlické Podhůří,5,Ústí nad Orlicí,Pardubický,2
110101063,1,Malá vodní elektrárna Zabrdí,38421,Zábrdí,Zábrdí,31,Prachatice,Jihočeský,2
110101063,2,FVE Zábrdí,38421,Zábrdí,Zábrdí,31,Prachatice,Jihočeský,1
110101466,1,MVE,74401,Trojanovice,Bystré,298,Nový Jičín,Moravskoslezský,1
110101695,1,MVE Josefův Důl,46844,Josefův Důl,Josefův Důl,,Jablonec nad Nisou,Liberecký,1
110101695,2,FVS - Ševčík,46844,Josefův Důl,Josefův Důl,359,Jablonec nad Nisou,Liberecký,1
110101023,1,MVE MALESICE,33033,Plzeň,Plzeň,114,Plzeň-město,Plzeňský,1
110100195,1,MVE Mlýn Choceň,56501,Choceň,Husova,86,Ústí nad Orlicí,Pardubický,2
110101062,1,MALÁ VODNÍ ELEKTRÁRNA - MILENOVICE - PODSKALÍ,39811,Protivín,Podskalí,31,Písek,Jihočeský,1
110103252,1,Na Huti,37806,Suchdol nad Lužnicí,Na Huti,,Jindřichův Hradec,Jihočeský,1
110103279,1,MVE Krásné,59203,Krásné,Krásné,,Žďár nad Sázavou,Vysočina,1
110103279,2,FVE Krásné,59203,Krásné,Krásné,,Žďár nad Sázavou,Vysočina,1
110101862,1,MVE 2 - Valchařská Brno,61400,Brno,Valchařská,,Brno-město,Jihomoravský,1
110404219,1,MVE - MALECHOV,33901,Dolany,Dolany,17,Klatovy,Plzeňský,3
110101459,1,MVE Černovír I. (mlýn),56201,Ústí nad Orlicí,Ústí nad Orlicí,1,Ústí nad Orlicí,Pardubický,1
110101459,2,MVE Černovír II. (u jezu),56201,Ústí nad Orlicí,Ústí nad Orlicí,1,Ústí nad Orlicí,Pardubický,1
110100099,1,Pavel Juda,59232,Jámy,Jámy,75,Žďár nad Sázavou,Vysočina,1
110504628,1,MVE Chrudim Májov,53701,Chrudim,Májov,,Chrudim,Pardubický,1
110100910,1,MVE Podchlumský mlýn,51801,Semechnice,Podchlumí,1,Rychnov nad Kněžnou,Královéhradecký,1
110303894,1,MVE - Červený Mlýn,39811,Protivín,Heřmaň,38,Písek,Jihočeský,2
110100180,1,MVE - Najdek,59101,Hamry nad Sázavou,Hamry nad Sázavou,257,Žďár nad Sázavou,Vysočina,1
110202684,1,MVE Pec pod Sněžkou,54221,Pec pod Sněžkou,Velká Úpa,,Trutnov,Královéhradecký,3
110202684,2,MVE Pec pod Sněžkou II,54221,Pec pod Sněžkou,Pec pod Sněžkou,,Trutnov,Královéhradecký,2
110101504,1,MVE 1 JEZ DUB nad MORAVOU - BOLELOUC,78375,Dub nad Moravou,Jez Bolelouc,,Olomouc,Olomoucký,1
110103332,1,Pavel Lukáš,67401,Třebíč,J. Suka,176/33,Třebíč,Vysočina,1
110103332,2,FVE JI Pávov Lukáš,58601,Jihlava,Jihlava,122,Jihlava,Vysočina,1
110101304,1,MALÁ VODNÍ ELEKTRÁRNA,38773,Bavorov,U Skuhrů,241,Strakonice,Jihočeský,2
110101383,1,MVE BUKOVÁ - ČERVENÝ MLÝN,59212,Nížkov,Nížkov,21,Žďár nad Sázavou,Vysočina,1
110404285,1,PAVEL ŠMIDRKAL - VRŠE ZACHRAŠŤANY,50401,Zachrašťany,Zachrašťany,123,Hradec Králové,Královéhradecký,2
110102893,1,MVE - Kojčice,39409,Kojčice,Kojčice,27,Pelhřimov,Vysočina,1
110100318,1,MVE PĚČÍN,51757,Pěčín,Pěčín,140,Rychnov nad Kněžnou,Královéhradecký,1
110100013,1,MVE - Loučná II,78811,Loučná nad Desnou,Loučná nad Desnou,126,Šumperk,Olomoucký,1
110101012,1,MVE PANSKÝ MLÝN,69674,Velká nad Veličkou,U Pálenice,,Hodonín,Jihomoravský,2
110101012,2,MVE DŘEVNICE,76311,Zlín,Zlín,,Zlín,Zlínský,2
110100173,1,Pavel Švoma - MVE,59444,Radostín nad Oslavou,Radostín nad Oslavou,5,Žďár nad Sázavou,Vysočina,1
110404254,1,MVE VELKÁ MORAVA,56169,Dolní Morava,Dolní Morava,,Ústí nad Orlicí,Pardubický,1
110101772,1,PAPÍRNA s.r.o.,36301,Merklín,Merklín,48,Karlovy Vary,Karlovarský,1
110103342,1,MVE - Trhové Sviny,37401,Trhové Sviny,Trhové Sviny,1/,České Budějovice,Jihočeský,1
110101605,1,MVE v Hostinném,54371,Hostinné,Vrchlabská,864,Trutnov,Královéhradecký,2
110101386,1,MVE - PILA VLADISLAV,67501,Vladislav,Vladislav,24,Třebíč,Vysočina,1
110103241,1,MVE - VLČETÍN,39468,Žirovnice,Žirovnice,40,Pelhřimov,Vysočina,2
110100018,1,MVE Šargoun,Litove,l,Rozvadovice,,Olomouc,Olomoucký,1
110100018,2,FVE TOVÉŘ,78316,Tovéř,Tovéř,,Olomouc,Olomoucký,1
110203672,1,"Paramo,a.s. HS Pardubice",53006,Pardubice,Přerovská,560,Pardubice,Pardubický,1
110203672,2,"Paramo,a.s. HS Kolín",28002,Kolín,Ovčárecká,314,Kolín,Středočeský,1
110101896,2,Bytový dům,43601,Litvínov,Nádražní,591,Most,Ústecký,1
110103365,2,MVE Dolní Bolíkov,37881,Cizkrajov,Cizkrajov,,Jindřichův Hradec,Jihočeský,2
110101910,1,Dolní Paseky u Aše,35201,Aš,Aš,2018,Cheb,Karlovarský,1
110101115,1,MVE PASTVINY II,56163,Nekoř,Nekoř,,Ústí nad Orlicí,Pardubický,1
110100697,3,Železná pod Pradědem,79326,Vrbno pod Pradědem,Vrbno pod Pradědem,,Bruntál,Moravskoslezský,2
110101051,1,MVE - Březná,78901,Štíty,Štíty,39,Šumperk,Olomoucký,2
110102091,1,MVE Františkova Ves,34201,Petrovice u Sušice,Petrovice u Sušice,,Klatovy,Plzeňský,1
110202405,1,Malá vodní elektrárna ¨U KRAKONOŠE¨,46362,Bílý Potok,Bílý Potok,,Liberec,Liberecký,2
110101481,1,MVE BEČICE,39175,Bečice,Bečice,,Tábor,Jihočeský,1
110101050,1,JEZ DOBROTICE - SÁDEK,76901,Holešov,Holešov,148,Kroměříž,Zlínský,1
110100522,1,MVE PELINY,56501,Choceň,Peliny,315,Ústí nad Orlicí,Pardubický,1
110101457,1,MVE 3,78375,Dub nad Moravou - Bolelouc,Jez Dub nad Moravou,,Olomouc,Olomoucký,1
110100797,1,MVE ČÁBUZE (osada VÍTOVCE),38473,Vacov,Vacov,34,Prachatice,Jihočeský,2
110101376,1,MVE - ŽÍROVICE,35002,Františkovy Lázně,Františkovy Lázně,,Cheb,Karlovarský,1
110100853,1,PETR SKLENÁŘ - DROBNÉ SLUŽBY,66484,Zbraslav,Nová,301,Brno-venkov,Jihomoravský,1
110101506,1,MVE PASEKA,34561,Hlohová,Paseka,44,Domažlice,Plzeňský,1
110101434,1,Šindelová - Obora IIIb,35801,Šindelová,Šindelová,159,Sokolov,Karlovarský,2
110101434,2,Malá vodní elektrárna Šindelová - Obora,35801,Šindelová,Šindelová,,Sokolov,Karlovarský,2
110101434,3,Šindelová - Obora IIIa,35801,Šindelová,Šindelová,160,Sokolov,Karlovarský,2
110404301,1,"MVE ""Hadí potok""",46844,Josefův Důl,Josefův Důl,,Jablonec nad Nisou,Liberecký,1
110404301,2,"MVE ""Hluboký potok""",46844,Josefův Důl,Josefův Důl,,Jablonec nad Nisou,Liberecký,1
110202897,1,MALÁ VODNÍ ELEKTRÁRNA ŠTÍTY CRHOV,78901,Štíty,Štíty,,Šumperk,Olomoucký,1
110303965,1,MVE - SVITAVA,67911,Doubravice nad Svitavou,Sokolská,67,Blansko,Jihomoravský,1
111331012,1,Petr Šimůnek Lažany,46345,Lažany,Lažany,82,Liberec,Liberecký,1
110504658,1,"PENAM, a.s.",66701,Vojkovice,Mlýnská,99,Brno-venkov,Jihomoravský,2
110504658,2,"PENAM, a.s.",66904,Znojmo,Starý Šaldorf,42,Znojmo,Jihomoravský,1
110404307,1,MVE - Kunčice,78832,Staré Město,Staré Město,66,Šumperk,Olomoucký,1
110303858,1,MVE - Boučí,35601,Dolní Nivy,Dolní Nivy,,Sokolov,Karlovarský,1
110303858,2,MVE - Pstruží,36234,Merklín,Merklín,,Karlovy Vary,Karlovarský,2
111330236,1,"Štětkova 18, Praha 4",14000,Praha,Štětkova,1638/18,,,1
110203486,1,Poliklinika Tachov,34701,Tachov,Václavská,1560,Tachov,Plzeňský,2
110101167,1,"MVE, Denisovo nábřeží",30323,Plzeň,Denisovo nábřeží,920/12,Plzeň-město,Plzeňský,1
110103063,1,Areál Zálesí,14000,Praha 4-Krč,Štúrova,1701/55,,,1
110103063,2,Budova Trója,18000,Praha 8,Hnězdenská,607/1,,,2
110103063,4,"Severomoravská plynárenská, a.s.",70272,Ostrava,Moravská Ostrava,,,,1
110103063,5,Limuzská,10098,Praha 10,Limuzská,3135/12,,,2
110103063,6,Trigenerace Plzeň,30477,Plzeň,Ed. Beneše,2439,Plzeň-město,Plzeňský,1
110100129,1,Teplárna,30410,Plzeň,Doubravecká,2578/1,Plzeň-město,Plzeňský,3
110100129,2,SKLÁDKA ODPADŮ CHOTÍKOV,33017,Chotíkov,Chotíkov,,Plzeň-sever,Plzeňský,1
110100129,3,ZEVO Chotíkov,33011,Chotíkov,Chotíkov,,Plzeň-sever,Plzeňský,1
110100129,4,ENERGETIKA,31600,Plzeň,Tylova,,Plzeň-město,Plzeňský,3
110100129,5,ENERGETIKA - Motorgenerátory,30100,Plzeň,Tylova,,Plzeň-město,Plzeňský,3
110100490,1,MVE Šance,73914,Ostravice,Ostravice,,Frýdek-Místek,Moravskoslezský,2
110100490,2,Jez Podhradí,74901,Vítkov,Vítkov,,Opava,Moravskoslezský,2
110100490,3,Jez Studénka,74213,Studénka,Studénka,,Nový Jičín,Moravskoslezský,2
110100490,4,VD Kružberk,74786,Kružberk,Kružberk,,Opava,Moravskoslezský,2
110100490,5,MVE Morávka,73904,Pražmo,Pražmo,,Frýdek-Místek,Moravskoslezský,2
110100490,6,VD Žermanice,73939,Lučina,Lučina,,Frýdek-Místek,Moravskoslezský,2
110100490,7,MVE Slezská Harta,79368,Leskovec nad Moravicí,Slezská Harta,,Bruntál,Moravskoslezský,2
110100490,9,VD Těrlicko,73543,Albrechtice,Hrázní,397,Karviná,Moravskoslezský,2
110100490,10,Jez Lhotka,72528,Ostrava,Ostrava,,Ostrava-město,Moravskoslezský,2
110100490,11,MVE Brantice,79393,Brantice,Brantice,,Bruntál,Moravskoslezský,1
110100490,12,MVE Krnov,79401,Krnov,Říční okruh,2242/1,Bruntál,Moravskoslezský,2
110100490,13,MVE Nové Heřminovy,79201,Nové Heřminovy,Nové Heřminovy,,Bruntál,Moravskoslezský,2
110100490,14,MVE - Přívoz,72529,Ostrava,Ostrava,,Ostrava-město,Moravskoslezský,3
110100411,1,MVE Bystřička,75624,Bystřička,přehrada Bystřička,,Vsetín,Zlínský,2
110100411,2,"MVE Nové Mlýny, Milovice",69188,Milovice,Milovice,,Břeclav,Jihomoravský,1
110100411,4,MVE Karolinka,75501,Karolinka,přehrada Karolinka,,Vsetín,Zlínský,2
110100411,6,"MVE Křetínka, Letovice",67961,Letovice,přehrada Křetín,,Blansko,Jihomoravský,3
110100411,7,MVE Luhačovice,76326,Pozlovice,přehrada Luhačovice,,Zlín,Zlínský,1
110100411,8,MVE Plumlov,79802,Mostkovice,přehrada Plumlov,,Prostějov,Olomoucký,2
110100411,9,MVE Slušovice,76315,Slušovice,přehrada Slušovice,,Zlín,Zlínský,2
110100411,10,MVE Těšov,68734,Uherský Brod,jez Těšov,,Uherské Hradiště,Zlínský,1
110100411,11,MVE Boskovice,68001,Vážany,přehrada Boskovice,,Blansko,Jihomoravský,2
110100411,13,MVE Ivančice,66491,Ivančice,jez Ivančice,,Brno-venkov,Jihomoravský,2
110100411,14,MVE Veselí na Moravě,69801,Veselí nad Moravou,jez Veselí na Moravě,,Hodonín,Jihomoravský,1
110100411,15,MVE Horní Bečva,75657,Horní Bečva,přehrada Horní Bečva,328,Vsetín,Zlínský,2
110100411,16,MVE Opatovice,68201,Vyškov,Opatovice,65,Vyškov,Jihomoravský,1
110100411,17,MVE Chomoutov,77900,Olomouc,Olomouc,,Olomouc,Olomoucký,3
110100411,18,MVE Výrovice,67134,Výrovice,Výrovice,,Znojmo,Jihomoravský,1
110100411,19,FVE Dřevařská,60200,Brno,Dřevařská,,Brno-město,Jihomoravský,1
110100411,20,FVE Bystřice nad Pernštejnem,59301,Bystřice nad Pernštejnem,K Pernštejnu,626,Žďár nad Sázavou,Vysočina,1
110100411,21,FVE Moravní náměstí,68601,Uherské Hradiště,Moravní náměstí,451,Uherské Hradiště,Zlínský,1
110101522,1,MVE Smiřice - náhon,50303,Smiřice,Seligerova,,Hradec Králové,Královéhradecký,1
110101522,2,MVE Litice,56401,Záchlumí,Záchlumí,,Ústí nad Orlicí,Pardubický,1
110101522,3,MVE Labská,54351,Špindlerův Mlýn,Labská,,Trutnov,Královéhradecký,1
110101522,4,MVE Vrchlice,28480,Kutná Hora,Přehrada Vrchlice,,Kutná Hora,Středočeský,2
110101522,5,MVE Křižanovice,53823,Licibořice,MVE Křižanovice,,Chrudim,Pardubický,1
110101522,6,MVE Seč,53807,Seč,Přehrada Seč,,Chrudim,Pardubický,1
110101522,7,MVE Pařížov,53845,Běstvina,Přehrada Pařížov,33,Chrudim,Pardubický,2
110101522,8,MVE Počaply,53304,Sezemice,VD - jez Počáply,,Pardubice,Pardubický,2
110101522,9,MVE Bedřichov,46812,Bedřichov u Jablonce nad Nisou,Přehrada Bedřichov,,Jablonec nad Nisou,Liberecký,1
110101522,10,MVE Josefův Důl,46811,Janov nad Nisou,Přehrada Josefův Důl,,Jablonec nad Nisou,Liberecký,1
110101522,11,MVE Harcov,46005,Liberec,Přehrada Harcov,,Liberec,Liberecký,1
110101522,12,MVE Mšeno,46005,Jablonec nad Nisou,Přehrada Mšeno,,Jablonec nad Nisou,Liberecký,1
110101522,13,MVE Rudolfov I,46017,Liberec,Rudolfovská,63,Liberec,Liberecký,1
110101522,14,MVE Rudolfov II,46017,Liberec,Vodní elektrárna - Rudolfovská,63,Liberec,Liberecký,1
110101522,15,MVE Veletov,28002,Veletov,Zdymadlo Veletov,,Kolín,Středočeský,1
110101522,16,MVE Souš,46861,Desná v Jizerských horách,Přehrada Souš,858/,Jablonec nad Nisou,Liberecký,1
110101522,17,MVE Lobkovice,27711,Neratovice,Mlékojedy,82,Mělník,Středočeský,2
110101522,18,MVE Mladá Boleslav,29301,Mladá Boleslav,Mladá Boleslav,,Mladá Boleslav,Středočeský,3
110101522,19,Rybník Hvězda,56912,Opatov,Rybník Hvězda,,Svitavy,Pardubický,1
110101522,20,MVE Rozkoš,54907,Nahořany,Lhota u Nahořan,50,Náchod,Královéhradecký,1
110100176,1,HC Nechranice,43157,Chbany,Chbany,,Chomutov,Ústecký,2
110100176,2,HC Kadaň,43201,Kadaň,Kadaň,,Chomutov,Ústecký,1
110100176,3,MVE Ervěnický koridor,43401,Most,Most,,Most,Ústecký,2
110100176,4,MVE PVN - Třebušice,43401,Most,Most,,Most,Ústecký,1
110100176,5,MVE Jirkov - Skluz,43111,Jirkov,Jirkov,,Chomutov,Ústecký,2
110100176,6,MVE Klášterec,43151,Klášterec nad Ohří,Klášterec nad Ohří,,Chomutov,Ústecký,1
110100176,7,MVE Jirkov - VD,43111,Jirkov,Telčské údolí,,Chomutov,Ústecký,1
110100176,8,MVE Újezd,43115,Vrskmaň,Vrskmaň,,Chomutov,Ústecký,1
110100176,9,MVE Všechlapy,41771,Zabrušany,Zabrušany,,Teplice,Ústecký,2
110100176,10,MVE Přísečnice - RH,43191,Kryštofovy Hamry,Kryštofovy Hamry,,Chomutov,Ústecký,1
110100176,11,MVE Fláje,43601,Český Jiřetín,Český Jiřetín,,Most,Ústecký,1
110100176,12,MVE Březová,36001,Březová,Březová,,Karlovy Vary,Karlovarský,3
110100176,13,MVE Jesenice,35002,Okrouhlá,přehrada Jesenice,,Cheb,Karlovarský,5
110100176,14,MVE Jindřichov,35134,Cheb,Cheb,26,Cheb,Karlovarský,1
110100176,15,MVE Loket,35733,Loket,Loket,224,Sokolov,Karlovarský,1
110100176,16,MVE Skalka,35002,Cheb,Lesní,38,Cheb,Karlovarský,2
110100176,17,MVE Horka,35134,Skalná,Horka,18,Cheb,Karlovarský,3
110100176,18,MVE Stanovice,36001,Stanovice,Stanovice,,Karlovy Vary,Karlovarský,2
110100176,19,MVE Cheb,35002,Cheb,Mlýnská,24,Cheb,Karlovarský,2
110100176,20,MVE Doksany,41182,Doksany,Doksany,,Litoměřice,Ústecký,2
110100176,21,MVE Horka - nová MVE,35709,Habartov,Habartov,,Sokolov,Karlovarský,1
110100176,22,FVE - Terezín,41155,Terezín,Pražská,319,Litoměřice,Ústecký,1
110100176,23,FVE Fláje,43601,Český Jiřetín,Český Jiřetín,183,Most,Ústecký,1
110100176,24,FVE Otovice u Karlových Varů,36232,Otovice u Karlových Varů,Mostecká,50,Karlovy Vary,Karlovarský,2
